"[Select]","Gene Set Category","Gene Set ID","Gene Set Name","Gene Set Size","Count Overlap Gene","Percentage Genes in Gene Set","Fold Enrichment","log2 fold","P value","P value calc log_10","Bonferroni","Benjamini & Hochberg","Benjamini & Yekutieli","Overlaping Gene Symbols","Overlapping Gene IDs"
"","REACTOME pathway","R-DME-196299","Beta-catenin phosphorylation cascade","11","6","0.179","2.553","1.352","0.0161224312970065","1.7925694650586","1","0.227381875878471","1","Pp2A-29B,CkIalpha,CG32568,Axn,Apc,mts","FBgn0260439,FBgn0015024,FBgn0052568,FBgn0026597,FBgn0015589,FBgn0004177"
"","REACTOME pathway","R-DME-8964539","Glutamate and glutamine metabolism","11","6","0.179","2.553","1.352","0.0161224312970065","1.7925694650586","1","0.227381875878471","1","Gs2,Gs1,Got2,Oat,CG7470,Gdh","FBgn0001145,FBgn0001142,FBgn0001125,FBgn0022774,FBgn0037146,FBgn0001098"
"","REACTOME pathway","R-DME-9035034","RHOF GTPase cycle","37","14","0.417","1.771","0.825","0.0163790675986447","1.78571082469337","1","0.228376317540193","1","Actn,Act5C,Ulp1,Lam,Ndae1,CdGAPr,dia,hts,Act57B,nSyb,IRSp53,Cdep,Dys,Act87E","FBgn0000667,FBgn0000042,FBgn0027603,FBgn0002525,FBgn0259111,FBgn0032821,FBgn0011202,FBgn0263391,FBgn0000044,FBgn0013342,FBgn0052082,FBgn0265082,FBgn0260003,FBgn0000046"
"","REACTOME pathway","R-DME-438066","Unblocking of NMDA receptors, glutamate binding and activation","14","7","0.209","2.3403","1.227","0.0166457045029194","1.7786978192964","1","0.229486285675079","1","Actn,dlg1,Ir76b,Nmdar1,Dys,CaMKII,GluRIB","FBgn0000667,FBgn0001624,FBgn0036937,FBgn0010399,FBgn0260003,FBgn0264607,FBgn0264000"
"","REACTOME pathway","R-DME-983231","Factors involved in megakaryocyte development and platelet production","71","23","0.685","1.5162","0.6","0.0201417207113084","1.69590343033133","1","0.274598792364171","1","CG32396,spoon,Marf,His3.3B,CG31875,hop,Ziz,CG14535,LRR,Pka-R2,tum,Khc-73,Klp61F,Klp67A,Su(var)3-3,alphaTub84D,alphaTub85E,Adk3,CG7794,fzo,spg,CG12069,cmet","FBgn0052396,FBgn0263987,FBgn0029870,FBgn0004828,FBgn0051875,FBgn0004864,FBgn0260486,FBgn0031955,FBgn0033212,FBgn0022382,FBgn0086356,FBgn0019968,FBgn0004378,FBgn0004379,FBgn0260397,FBgn0003885,FBgn0003886,FBgn0042094,FBgn0038565,FBgn0011596,FBgn0264324,FBgn0039796,FBgn0040232"
"","REACTOME pathway","R-DME-3134963","DEx/H-box helicases activate type I IFN and inflammatory cytokines production","6","4","0.119","3.1204","1.642","0.0214985079541546","1.66759168007336","1","0.28226472484279","1","Dif,dl,Rhau,Myd88","FBgn0011274,FBgn0260632,FBgn0032883,FBgn0033402"
"","REACTOME pathway","R-DME-3322077","Glycogen synthesis","6","4","0.119","3.1204","1.642","0.0214985079541546","1.66759168007336","1","0.28226472484279","1","AGBE,UGP,GlyS,Pgm1","FBgn0053138,FBgn0035978,FBgn0266064,FBgn0003076"
"","REACTOME pathway","R-DME-4755510","SUMOylation of immune response proteins","6","4","0.119","3.1204","1.642","0.0214985079541546","1.66759168007336","1","0.28226472484279","1","lwr,smt3,Dif,dl","FBgn0010602,FBgn0264922,FBgn0011274,FBgn0260632"
"","REACTOME pathway","R-DME-425407","SLC-mediated transmembrane transport","183","51","1.52","1.3044","0.383","0.0216573879619048","1.66439392361728","1","0.28226472484279","1","prt,CG33281,CG2930,NAAT1,Efr,Ctr1A,CG4607,sesB,sbm,Eaat2,Nhe3,Ndae1,SLC5A11,CG4995,CG15279,CNT1,CG1698,Tret1-1,CG4630,CG8249,CG5348,CG43066,CG10444,Fatp3,Glut1,CG5687,CG5592,CG10486,path,CG43693,CG7888,NaPi-III,CG10960,mnd,Zip71B,CG7255,blot,Prestin,Indy,slif,CG44098,NKCC,CG1213,CG31100,GC2,CG6006,CG8925,Glut3,CG16727,gb,Ctl2","FBgn0043005,FBgn0053281,FBgn0028491,FBgn0029762,FBgn0029849,FBgn0062413,FBgn0029932,FBgn0003360,FBgn0030574,FBgn0026438,FBgn0028703,FBgn0259111,FBgn0031998,FBgn0032219,FBgn0028886,FBgn0033371,FBgn0033443,FBgn0050035,FBgn0033809,FBgn0034045,FBgn0034156,FBgn0262476,FBgn0034494,FBgn0034999,FBgn0264574,FBgn0035293,FBgn0035645,FBgn0035647,FBgn0036007,FBgn0263776,FBgn0036116,FBgn0260795,FBgn0036316,FBgn0002778,FBgn0036461,FBgn0036493,FBgn0027660,FBgn0036770,FBgn0036816,FBgn0037203,FBgn0264907,FBgn0051547,FBgn0037387,FBgn0051100,FBgn0037970,FBgn0063649,FBgn0038404,FBgn0015230,FBgn0038719,FBgn0039487,FBgn0039637"
"","REACTOME pathway","R-DME-445355","Smooth Muscle Contraction","21","9","0.268","2.006","1.004","0.0218542370497678","1.66046435050398","1","0.28226472484279","1","Vinc,CG34435,CG17237,Aldh,rhea,Tm2,Mlc1,Mlc2,tmod","FBgn0004397,FBgn0085464,FBgn0031410,FBgn0012036,FBgn0260442,FBgn0004117,FBgn0002772,FBgn0002773,FBgn0082582"
"","REACTOME pathway","R-DME-69273","Cyclin A/B1/B2 associated events during G2/M transition","18","8","0.238","2.0803","1.057","0.0238508436192333","1.62249625508516","1","0.304843595008326","1","Pp2A-29B,Cdk1,twe,CycB,CycA,polo,CG4733,mts","FBgn0260439,FBgn0004106,FBgn0002673,FBgn0000405,FBgn0000404,FBgn0003124,FBgn0038744,FBgn0004177"
"","REACTOME pathway","R-DME-2990846","SUMOylation","76","24","0.715","1.4781","0.564","0.0243942475568135","1.61271257320507","1","0.308574657239281","1","Nup153,Ulp1,lwr,Parp,smt3,Samuel,Nup160,Dif,dl,RanGAP,Top2,Gp210,Nup50,Nup54,Psc,Nup75,mu2,Eip75B,mbo,Nup98-96,Ndc1,Nup358,Sec13,Nup214","FBgn0061200,FBgn0027603,FBgn0010602,FBgn0010247,FBgn0264922,FBgn0032330,FBgn0262647,FBgn0011274,FBgn0260632,FBgn0003346,FBgn0284220,FBgn0266580,FBgn0033264,FBgn0033737,FBgn0005624,FBgn0034310,FBgn0002872,FBgn0000568,FBgn0026207,FBgn0039120,FBgn0039125,FBgn0039302,FBgn0024509,FBgn0010660"
"","REACTOME pathway","R-DME-2142691","Synthesis of Leukotrienes (LT) and Eoxins (EX)","9","5","0.149","2.6003","1.379","0.025777625715792","1.58875708644017","1","0.316291467532768","1","CG4829,Ggt-1,CG10602,CG6154,CG17636","FBgn0030796,FBgn0030932,FBgn0032721,FBgn0039420,FBgn0025837"
"","REACTOME pathway","R-DME-446107","Type I hemidesmosome assembly","9","5","0.149","2.6003","1.379","0.025777625715792","1.58875708644017","1","0.316291467532768","1","dpy,mew,shot,drpr,Tsp66E","FBgn0053196,FBgn0004456,FBgn0013733,FBgn0027594,FBgn0035936"
"","REACTOME pathway","R-DME-5423646","Aflatoxin activation and detoxification","9","5","0.149","2.6003","1.379","0.025777625715792","1.58875708644017","1","0.316291467532768","1","CG4829,Ggt-1,CG6154,Mgstl,CG17636","FBgn0030796,FBgn0030932,FBgn0039420,FBgn0025814,FBgn0025837"
"","REACTOME pathway","R-DME-8956320","Nucleotide biosynthesis","12","6","0.179","2.3403","1.227","0.0264953798667615","1.57682984958405","1","0.321879515807092","1","Paics,r,Pfas,Dhod,AdSS,CG11089","FBgn0020513,FBgn0003189,FBgn0000052,FBgn0000447,FBgn0027493,FBgn0039241"
"","REACTOME pathway","R-DME-77387","Insulin receptor recycling","25","10","0.298","1.8722","0.905","0.0268175304997387","1.57158121677955","1","0.322599116893916","1","Vha100-3,Vha100-5,Vha44,VhaM9.7-b,Vha55,VhaM9.7-d,Vha100-2,Vha16-1,Vha36-1,Vha68-2","FBgn0028669,FBgn0032373,FBgn0262511,FBgn0028663,FBgn0005671,FBgn0038458,FBgn0028670,FBgn0262736,FBgn0022097,FBgn0263598"
"","REACTOME pathway","R-DME-3108232","SUMO E3 ligases SUMOylate target proteins","74","23","0.685","1.4548","0.541","0.032510377057846","1.48797799349396","1","0.378975889101749","1","Nup153,lwr,Parp,smt3,Samuel,Nup160,Dif,dl,RanGAP,Top2,Gp210,Nup50,Nup54,Psc,Nup75,mu2,Eip75B,mbo,Nup98-96,Ndc1,Nup358,Sec13,Nup214","FBgn0061200,FBgn0010602,FBgn0010247,FBgn0264922,FBgn0032330,FBgn0262647,FBgn0011274,FBgn0260632,FBgn0003346,FBgn0284220,FBgn0266580,FBgn0033264,FBgn0033737,FBgn0005624,FBgn0034310,FBgn0002872,FBgn0000568,FBgn0026207,FBgn0039120,FBgn0039125,FBgn0039302,FBgn0024509,FBgn0010660"
"","REACTOME pathway","R-DME-170822","Regulation of Glucokinase by Glucokinase Regulatory Protein","4","3","0.089","3.5104","1.812","0.0327395633616833","1.48492711694839","1","0.378975889101749","1","Hex-t2,Hex-C,Hex-A","FBgn0042710,FBgn0001187,FBgn0001186"
"","REACTOME pathway","R-DME-5625900","RHO GTPases activate CIT","4","3","0.089","3.5104","1.812","0.0327395633616833","1.48492711694839","1","0.378975889101749","1","dlg1,neb,sti","FBgn0001624,FBgn0004374,FBgn0002466"
"","REACTOME pathway","R-DME-6804116","TP53 Regulates Transcription of Genes Involved in G1 Cell Cycle Arrest","4","3","0.089","3.5104","1.812","0.0327395633616833","1.48492711694839","1","0.378975889101749","1","CycE,dap,CycA","FBgn0010382,FBgn0010316,FBgn0000404"
"","REACTOME pathway","R-DME-74752","Signaling by Insulin receptor","44","15","0.447","1.5956","0.674","0.0350846090560123","1.45488335840444","1","0.402325376745113","1","Vha100-3,sev,CG13398,Vha100-5,Vha44,Tie,VhaM9.7-b,Vha55,VhaM9.7-d,Vha100-2,Cad96Ca,Shc,Vha16-1,Vha36-1,Vha68-2","FBgn0028669,FBgn0003366,FBgn0032042,FBgn0032373,FBgn0262511,FBgn0014073,FBgn0028663,FBgn0005671,FBgn0038458,FBgn0028670,FBgn0022800,FBgn0015296,FBgn0262736,FBgn0022097,FBgn0263598"
"","REACTOME pathway","R-DME-5205685","PINK1-PRKN Mediated Mitophagy","16","7","0.209","2.0478","1.034","0.0372231505209759","1.42918687150698","1","0.411826787504346","1","Marf,Pink1,Porin2,ref(2)P,Ubi-p63E,park,fzo","FBgn0029870,FBgn0029891,FBgn0069354,FBgn0003231,FBgn0003943,FBgn0041100,FBgn0011596"
"","REACTOME pathway","R-DME-983712","Ion channel transport","75","23","0.685","1.4354","0.521","0.0376942727187799","1.42372463163992","1","0.411826787504346","1","Vha100-3,CG33310,CG4301,nrv1,Vha100-5,Trpgamma,ClC-b,Vha44,Best2,Best4,Best3,VhaM9.7-b,Vha55,VhaM9.7-d,Vha100-2,subdued,Nha2,CaMKII,Vha16-1,Vha36-1,Vha68-2,Atpalpha,SERCA","FBgn0028669,FBgn0053310,FBgn0030747,FBgn0015776,FBgn0032373,FBgn0032593,FBgn0033755,FBgn0262511,FBgn0035696,FBgn0036491,FBgn0036492,FBgn0028663,FBgn0005671,FBgn0038458,FBgn0028670,FBgn0038721,FBgn0263390,FBgn0264607,FBgn0262736,FBgn0022097,FBgn0263598,FBgn0002921,FBgn0263006"
"","REACTOME pathway","R-DME-2995410","Nuclear Envelope (NE) Reassembly","37","13","0.387","1.6445","0.718","0.0378212594427","1.4222640133041","1","0.411826787504346","1","Pp2A-29B,Elys,Nup160,RanGAP,CG8878,Nup75,Rcc1,Nup98-96,Ndc1,ball,Sec13,mts,Nup214","FBgn0260439,FBgn0031052,FBgn0262647,FBgn0003346,FBgn0027504,FBgn0034310,FBgn0002638,FBgn0039120,FBgn0039125,FBgn0027889,FBgn0024509,FBgn0004177,FBgn0010660"
"","REACTOME pathway","R-DME-6811440","Retrograde transport at the Trans-Golgi-Network","37","13","0.387","1.6445","0.718","0.0378212594427","1.4222640133041","1","0.411826787504346","1","Vps53,Vps52,RN-tre,Vps51,Vti1a,nSyb,Rab19,rgn,Syx6,Rich,CG1116,Arfip,Lerp","FBgn0031598,FBgn0031710,FBgn0020620,FBgn0034380,FBgn0260862,FBgn0013342,FBgn0015793,FBgn0261258,FBgn0037084,FBgn0028500,FBgn0037297,FBgn0037884,FBgn0051072"
"","REACTOME pathway","R-DME-983168","Antigen processing: Ubiquitination & Proteasome degradation","198","53","1.579","1.2529","0.325","0.0401905664115995","1.39587587318844","1","0.411826787504346","1","CG1440,CG42797,CG2247,CG31445,HERC2,CG4238,Ufd4,STUB1,Cul3,Prosbeta4,kel,mib2,Cul1,Uba1,CG7220,PI31,TppII,Uba3,Ubc10,nopo,Prosalpha3,dnr1,Ppa,Prosbeta5R1,CG3502,Rpn8,Psa,Ubi-p63E,Ube3a,CG32085,CG11658,sinah,Ltn1,Rpn1,park,CG11247,Skp2,dgrn,Ubc84D,Iru,FBXO11,CG32473,CG9588,Prosalpha4T1,CG31233,Rpn7,unk,Cul5,Patj,abo,mr,SP1029,dbo","FBgn0030038,FBgn0261931,FBgn0030320,FBgn0051445,FBgn0031107,FBgn0031384,FBgn0032208,FBgn0027052,FBgn0261268,FBgn0032596,FBgn0001301,FBgn0086442,FBgn0015509,FBgn0023143,FBgn0033544,FBgn0033669,FBgn0020370,FBgn0263697,FBgn0026316,FBgn0034314,FBgn0261394,FBgn0260866,FBgn0020257,FBgn0034842,FBgn0046253,FBgn0002787,FBgn0261243,FBgn0003943,FBgn0061469,FBgn0052085,FBgn0036196,FBgn0259794,FBgn0262517,FBgn0028695,FBgn0041100,FBgn0037120,FBgn0037236,FBgn0037384,FBgn0017456,FBgn0037653,FBgn0037760,FBgn0052473,FBgn0038166,FBgn0265606,FBgn0051233,FBgn0028688,FBgn0004395,FBgn0039632,FBgn0067864,FBgn0000018,FBgn0002791,FBgn0263236,FBgn0040230"
"","REACTOME pathway","R-DME-189200","Cellular hexose transport","23","9","0.268","1.8315","0.873","0.040361633619383","1.39403126420109","1","0.411826787504346","1","CG33281,CG4607,Tret1-1,CG8249,Glut1,CG10960,CG1213,CG31100,Glut3","FBgn0053281,FBgn0029932,FBgn0050035,FBgn0034045,FBgn0264574,FBgn0036316,FBgn0037387,FBgn0051100,FBgn0015230"
"","REACTOME pathway","R-DME-2132295","MHC class II antigen presentation","23","9","0.268","1.8315","0.873","0.040361633619383","1.39403126420109","1","0.411826787504346","1","CtsB1,CG12163,CG9427,GILT1,CG17283,CG5860,CG5863,cathD,CG41378","FBgn0030521,FBgn0260462,FBgn0037721,FBgn0038149,FBgn0038505,FBgn0038506,FBgn0038507,FBgn0029093,FBgn0085638"
"","REACTOME pathway","R-DME-198753","ERK/MAPK targets","13","6","0.179","2.1603","1.111","0.0404823199106885","1.39273460744442","1","0.411826787504346","1","Pp2A-29B,CG7378,CG8878,p38a,ball,mts","FBgn0260439,FBgn0030976,FBgn0027504,FBgn0015765,FBgn0027889,FBgn0004177"
"","REACTOME pathway","R-DME-1566948","Elastic fibre formation","7","4","0.119","2.6746","1.419","0.04174649647043","1.37937996634578","1","0.411826787504346","1","if,dpp,gbb,mav","FBgn0001250,FBgn0000490,FBgn0024234,FBgn0039914"
"","REACTOME pathway","R-DME-2129379","Molecules associated with elastic fibres","7","4","0.119","2.6746","1.419","0.04174649647043","1.37937996634578","1","0.411826787504346","1","if,dpp,gbb,mav","FBgn0001250,FBgn0000490,FBgn0024234,FBgn0039914"
"","REACTOME pathway","R-DME-264870","Caspase-mediated cleavage of cytoskeletal proteins","7","4","0.119","2.6746","1.419","0.04174649647043","1.37937996634578","1","0.411826787504346","1","EndoB,hts,alpha-Spec,Gel","FBgn0034433,FBgn0263391,FBgn0250789,FBgn0010225"
"","REACTOME pathway","R-DME-3214847","HATs acetylate histones","7","4","0.119","2.6746","1.419","0.04174649647043","1.37937996634578","1","0.411826787504346","1","prd,enok,gsb,nej","FBgn0003145,FBgn0034975,FBgn0001148,FBgn0261617"
"","REACTOME pathway","R-DME-3371511","HSF1 activation","7","4","0.119","2.6746","1.419","0.04174649647043","1.37937996634578","1","0.411826787504346","1","Hsp83,p23,14-3-3epsilon,eEF1alpha2","FBgn0001233,FBgn0037728,FBgn0020238,FBgn0000557"
"","REACTOME pathway","R-DME-5223345","Miscellaneous transport and binding events","7","4","0.119","2.6746","1.419","0.04174649647043","1.37937996634578","1","0.411826787504346","1","Unc-115a,hts,Unc-115b,Sur-8","FBgn0051352,FBgn0263391,FBgn0260463,FBgn0038504"
"","REACTOME pathway","R-DME-6803157","Antimicrobial peptides","7","4","0.119","2.6746","1.419","0.04174649647043","1.37937996634578","1","0.411826787504346","1","Tsf1,Tsf3,CG16799,CG9380","FBgn0022355,FBgn0034094,FBgn0034538,FBgn0035094"
"","REACTOME pathway","R-DME-70221","Glycogen breakdown (glycogenolysis)","7","4","0.119","2.6746","1.419","0.04174649647043","1.37937996634578","1","0.411826787504346","1","CG7766,GlyP,CG9485,Pgm1","FBgn0030087,FBgn0004507,FBgn0034618,FBgn0003076"
"","REACTOME pathway","R-DME-195258","RHO GTPase Effectors","68","21","0.626","1.4455","0.532","0.042497181293775","1.37163987440041","1","0.411826787504346","1","CG34435,Act5C,dlg1,CG17237,twe,neb,dia,14-3-3zeta,wash,Act57B,Mrtf,IRSp53,sti,Abi,cher,14-3-3epsilon,Mlc1,Mlc2,Rok,flw,Act87E","FBgn0085464,FBgn0000042,FBgn0001624,FBgn0031410,FBgn0002673,FBgn0004374,FBgn0011202,FBgn0004907,FBgn0033692,FBgn0000044,FBgn0052296,FBgn0052082,FBgn0002466,FBgn0020510,FBgn0014141,FBgn0020238,FBgn0002772,FBgn0002773,FBgn0026181,FBgn0000711,FBgn0000046"
"","REACTOME pathway","R-DME-159231","Transport of Mature mRNA Derived from an Intronless Transcript","45","15","0.447","1.5602","0.642","0.0425494695269781","1.37110584998462","1","0.411826787504346","1","Nup153,Nup160,Gp210,Nup50,Nup54,Nup75,eIF4E5,eIF4E3,mbo,Nup98-96,Ndc1,Nup358,sbr,Sec13,Nup214","FBgn0061200,FBgn0262647,FBgn0266580,FBgn0033264,FBgn0033737,FBgn0034310,FBgn0035823,FBgn0265089,FBgn0026207,FBgn0039120,FBgn0039125,FBgn0039302,FBgn0003321,FBgn0024509,FBgn0010660"
"","REACTOME pathway","R-DME-2500257","Resolution of Sister Chromatid Cohesion","10","5","0.149","2.3403","1.227","0.0426259185110448","1.37032624964213","1","0.411826787504346","1","vtd,Cdk1,CycB,SA-2,polo","FBgn0260987,FBgn0004106,FBgn0000405,FBgn0043865,FBgn0003124"
"","REACTOME pathway","R-DME-2559586","DNA Damage/Telomere Stress Induced Senescence","10","5","0.149","2.3403","1.227","0.0426259185110448","1.37032624964213","1","0.411826787504346","1","CycE,dap,rad50,CycA,tefu","FBgn0010382,FBgn0010316,FBgn0034728,FBgn0000404,FBgn0045035"
"","REACTOME pathway","R-DME-199418","Negative regulation of the PI3K/AKT network","34","12","0.358","1.652","0.724","0.0435667178069325","1.36084515734748","1","0.417552203477232","1","Pp2A-29B,sev,CG32568,Pvf1,CG13398,Phlpp,Egfr,Tie,stumps,Cad96Ca,Pten,mts","FBgn0260439,FBgn0003366,FBgn0052568,FBgn0030964,FBgn0032042,FBgn0032749,FBgn0003731,FBgn0014073,FBgn0020299,FBgn0022800,FBgn0026379,FBgn0004177"
"","REACTOME pathway","R-DME-1280215","Cytokine Signaling in Immune system","137","38","1.132","1.2983","0.377","0.0455267493300753","1.3417333577834","1","0.417552203477232","1","Pp2A-29B,sev,hop,CG7378,Btk29A,cact,Prosbeta4,Dif,dl,Fs(2)Ket,Cul1,PI31,CG8878,Ubc10,Prosalpha3,Prosbeta5R1,Rpn8,CG42360,nSyb,Ubi-p63E,Tie,eIF4E5,eIF4E3,bbg,Kap-alpha1,Rpn1,Ubc84D,CG9588,Prosalpha4T1,Rpn7,eIF4G2,Syx1A,p38a,Cad96Ca,ball,Gp93,MAPk-Ak2,mts","FBgn0260439,FBgn0003366,FBgn0004864,FBgn0030976,FBgn0003502,FBgn0000250,FBgn0032596,FBgn0011274,FBgn0260632,FBgn0262743,FBgn0015509,FBgn0033669,FBgn0027504,FBgn0026316,FBgn0261394,FBgn0034842,FBgn0002787,FBgn0259742,FBgn0013342,FBgn0003943,FBgn0014073,FBgn0035823,FBgn0265089,FBgn0087007,FBgn0024889,FBgn0028695,FBgn0017456,FBgn0038166,FBgn0265606,FBgn0028688,FBgn0260634,FBgn0013343,FBgn0015765,FBgn0022800,FBgn0027889,FBgn0039562,FBgn0013987,FBgn0004177"
"","REACTOME pathway","R-DME-209400","Transcriptional activtion by phosphorylated DL/DIF dimer","2","2","0.06","4.6806","2.227","0.0456352401532333","1.34069965967422","1","0.417552203477232","1","Dif,dl","FBgn0011274,FBgn0260632"
"","REACTOME pathway","R-DME-6803207","TP53 Regulates Transcription of Caspase Activators and Caspases","2","2","0.06","4.6806","2.227","0.0456352401532333","1.34069965967422","1","0.417552203477232","1","Lrch,tefu","FBgn0032633,FBgn0045035"
"","REACTOME pathway","R-DME-9013425","RHOT1 GTPase cycle","2","2","0.06","4.6806","2.227","0.0456352401532333","1.34069965967422","1","0.417552203477232","1","Miro,milt","FBgn0039140,FBgn0262872"
"","REACTOME pathway","R-DME-196757","Metabolism of folate and pterines","20","8","0.238","1.8722","0.905","0.0458606766109957","1.33855954214306","1","0.417552203477232","1","CG30345,Shmt,CG8665,CG8008,pug,CG14694,CG15553,Nmdmc","FBgn0050345,FBgn0029823,FBgn0032945,FBgn0033387,FBgn0020385,FBgn0037845,FBgn0039817,FBgn0010222"
"","REACTOME pathway","R-DME-432553","Phosphorylation of PER and TIM","20","8","0.238","1.8722","0.905","0.0458606766109957","1.33855954214306","1","0.417552203477232","1","Pp2A-29B,per,CkIalpha,Src42A,14-3-3epsilon,cry,Axn,mts","FBgn0260439,FBgn0003068,FBgn0015024,FBgn0264959,FBgn0020238,FBgn0025680,FBgn0026597,FBgn0004177"
"","REACTOME pathway","R-DME-983169","Class I MHC mediated antigen processing & presentation","225","59","1.758","1.2274","0.296","0.0462162459203499","1.33520533454474","1","0.417552203477232","1","CG1440,CG42797,CG2247,CG31445,if,HERC2,crq,CG4238,Ufd4,STUB1,Cul3,Prosbeta4,kel,mib2,Cul1,Uba1,CG7220,PI31,Mdr49,TppII,Uba3,Ubc10,nopo,Prosalpha3,dnr1,Ppa,Prosbeta5R1,CG3502,Rpn8,emp,Psa,dsb,Ubi-p63E,CG10226,Ube3a,CG32085,CG11658,sinah,Ltn1,Rpn1,park,CG11247,Skp2,dgrn,Ubc84D,Iru,FBXO11,CG32473,CG9588,Prosalpha4T1,CG31233,Rpn7,unk,Cul5,Patj,abo,mr,SP1029,dbo","FBgn0030038,FBgn0261931,FBgn0030320,FBgn0051445,FBgn0001250,FBgn0031107,FBgn0015924,FBgn0031384,FBgn0032208,FBgn0027052,FBgn0261268,FBgn0032596,FBgn0001301,FBgn0086442,FBgn0015509,FBgn0023143,FBgn0033544,FBgn0033669,FBgn0004512,FBgn0020370,FBgn0263697,FBgn0026316,FBgn0034314,FBgn0261394,FBgn0260866,FBgn0020257,FBgn0034842,FBgn0046253,FBgn0002787,FBgn0010435,FBgn0261243,FBgn0035290,FBgn0003943,FBgn0035695,FBgn0061469,FBgn0052085,FBgn0036196,FBgn0259794,FBgn0262517,FBgn0028695,FBgn0041100,FBgn0037120,FBgn0037236,FBgn0037384,FBgn0017456,FBgn0037653,FBgn0037760,FBgn0052473,FBgn0038166,FBgn0265606,FBgn0051233,FBgn0028688,FBgn0004395,FBgn0039632,FBgn0067864,FBgn0000018,FBgn0002791,FBgn0263236,FBgn0040230"
"","REACTOME pathway","R-DME-5674135","MAP2K and MAPK activation","38","13","0.387","1.6012","0.679","0.0465926497399259","1.33168259037373","1","0.417552203477232","1","CG30060,Vinc,Act5C,if,CG6180,CG4935,14-3-3zeta,Act57B,rhea,CG17917,CG10298,CG17919,Act87E","FBgn0265272,FBgn0004397,FBgn0000042,FBgn0001250,FBgn0032453,FBgn0028897,FBgn0004907,FBgn0000044,FBgn0260442,FBgn0037431,FBgn0037432,FBgn0037433,FBgn0000046"
"","REACTOME pathway","R-DME-1640170","Cell Cycle","272","70","2.086","1.2046","0.269","0.0468621914406567","1.32917740612892","1","0.417552203477232","1","Pp2A-29B,hop,Nup153,Elys,vtd,Lam,Cdk1,Nup160,CycE,twe,Prosbeta4,RanGAP,barr,lok,RPA2,Mcm10,Gp210,BubR1,dpa,Cul1,Nup50,Lpin,dap,14-3-3zeta,PI31,CG8878,Nup54,Cap-G,Fen1,Nup75,Prosalpha3,GM130,CycB,Prosbeta5R1,Rpn8,Orc4,SA-2,Ubi-p63E,Rcc1,CycA,DNApol-delta,mus304,bora,Rpn1,Grasp65,polo,Skp2,Gnf1,Mcm2,mbo,CG9588,Caf1-55,tefu,14-3-3epsilon,CG4733,Prosalpha4T1,Rab1,Rpn7,DNApol-epsilon255,Nup98-96,Ndc1,Nup358,ball,flw,Sec13,mud,mr,mts,gwl,Nup214","FBgn0260439,FBgn0004864,FBgn0061200,FBgn0031052,FBgn0260987,FBgn0002525,FBgn0004106,FBgn0262647,FBgn0010382,FBgn0002673,FBgn0032596,FBgn0003346,FBgn0014127,FBgn0019686,FBgn0032906,FBgn0032929,FBgn0266580,FBgn0263855,FBgn0015929,FBgn0015509,FBgn0033264,FBgn0263593,FBgn0010316,FBgn0004907,FBgn0033669,FBgn0027504,FBgn0033737,FBgn0259876,FBgn0025832,FBgn0034310,FBgn0261394,FBgn0034697,FBgn0000405,FBgn0034842,FBgn0002787,FBgn0023181,FBgn0043865,FBgn0003943,FBgn0002638,FBgn0000404,FBgn0263600,FBgn0002901,FBgn0259791,FBgn0028695,FBgn0036919,FBgn0003124,FBgn0037236,FBgn0004913,FBgn0014861,FBgn0026207,FBgn0038166,FBgn0263979,FBgn0045035,FBgn0020238,FBgn0038744,FBgn0265606,FBgn0285937,FBgn0028688,FBgn0264326,FBgn0039120,FBgn0039125,FBgn0039302,FBgn0027889,FBgn0000711,FBgn0024509,FBgn0002873,FBgn0002791,FBgn0004177,FBgn0260399,FBgn0010660"
"","REACTOME pathway","R-DME-9753281","Paracetamol ADME","57","18","0.536","1.4781","0.564","0.0469618615157767","1.32825469647069","1","0.417552203477232","1","CG4829,Ggt-1,Ugt36F1,Ugt49B1,Ugt49C1,CG10505,bw,Ugt35A1,CG4562,Ugt303B1,CG5789,rdog,Ugt302K1,Ugt302E1,Ugt302C1,Ugt37D1,Ugt37C1,CG17636","FBgn0030796,FBgn0030932,FBgn0027074,FBgn0027073,FBgn0034605,FBgn0034612,FBgn0000241,FBgn0026315,FBgn0038740,FBgn0039086,FBgn0039207,FBgn0039644,FBgn0040251,FBgn0040257,FBgn0040259,FBgn0040260,FBgn0026754,FBgn0025837"
